Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
DIALOG_0_1_0,[npc:11]You dare to attempt to block my way? How can you stop me? Are you nothing but a slave to Odin's will? This is a matter between my father and my brothers. Step aside now and I will spare your meager life!,"[npc:11]아직까지도 나를 가로막으려 하는 것인가..
고작 오딘의 하수인일 뿐인 네가 무슨 수로 나를 막겠다는 것이냐
이것은 아버지와 우리 형제 사이의 일. 지금 물러선다면 목숨만은 살려주겠다","[npc:11]Você ainda está tentando me bloquear ..?
Como você pode me parar quando não é mais que um servo de Odin?
Isso é entre meu pai e meus irmãos. Se você renunciar agora , salvarei sua vida.","[npc:11]また儂の邪魔をしようとするのか...
ただのオーディンの下僕でしかないお前がどうやって儂を止めるというのだ？
これは父と我ら兄弟の間でのこと。今すぐ退けば命は助けてやろう。",[npc:11] ¿Te atreves a intentar bloquear mi camino? ¿Cómo puedes detenerme? No eres más que un esclavo de la voluntad de Odin. Esto es un asunto entre mi padre y mis hermanos. Aparta ahora y perdonaré tu miserable vida.,[npc:11]แกยังจะพยายามขัดขวางฉันอยู่อีกหรอ ... คุณจะหยุดฉันได้อย่างไรในเมื่อคุณเป็นแค่คนรับใช้ของโอดิน นี่เป็นเรื่องระหว่างพ่อกับพี่น้องของฉัน ถ้าคุณถอยออกไปตอนนี้ฉันจะไว้ชีวิตของคุณ,"[npc:11]Apakah kamu masih mencoba menghentikanku?
Bagaimana kamu bisa menghentikanku, padahal kamu tidak lebih dari seorang pelayan Odin?
Ini antara ayahku dan kakakku. Jika kamu mundur sekarang, aku akan menyelamatkan hidupmu.","[npc:11]Все еще пытаешься преградить мне путь..? Как ты меня остановишь, если ты всего лишь слуга Одина? Это дело между моим отцом и моими братьями. Отойди в сторону сейчас же и я пощажу тебя.","[npc:11]您还在尝试阻止我吗？你只不过是奥丁的仆人时，你怎么能阻止我
这是我父亲和我兄弟之间的事情。如果您现在不离开，我将要你的命。",[NPC：11]你敢試圖阻止我？你怎能阻止我？你只不過是奧丁意志的奴隸而已？這是我與我父親和兄弟們的事情。現在讓開，我會饒你一命。,[npc:11]Ang lakas ng loob mong harangan ang aking daan? Paano mo ako mapipigilan? Ikaw ay isang hamak na alipin lamang dahil sa kalooban ni Odin? Ito ay isang bagay sa pagitan ng aking ama at mga kapatid. Tumabi ka at pahihintulutan kong mabuhay ang iyong kakarampot na buhay,"[npc:11]  Sao nguơi dám chặn đường của ta? 
Chỉ là một nô lệ nhỏ bé của Odin mà cũng dám đứng lên ngăn cản ta? 
Đây là vấn đề giữa cha và anh em chúng ta. Tránh sang một bên ngay và ta sẽ tha mạng cho kẻ hèn kém như ngươi!"
DIALOG_0_1_1,"[npc:07]Please, you must do as Odin wills. It is the only way for you, for all of us, to survive.","[npc:07]이제 그만 오딘의 뜻을 따르세요
그것만이 당신,그리고 우리 모두가 살 길입니다","[npc:07]Por favor, agora siga a vontade de Odin.
Essa é a única maneira de você e todos nós vivermos.","[npc:07]もうオーディンの意志に従って下さい。
それだけがあなた、それに私たち皆が生きる道なのです。","[npc:07] Por favor, debes hacer lo que Odin quiere. Es la única forma de sobrevivir para ti y para todos nosotros.",[npc:07]ได้โปรดทำตามจุดประสงค์ของโอดิน นั่นเป็นวิธีเดียวที่คุณและพวกเราทุกคนจะมีชีวิตอยู่ (จุดประสงหรอ หรือว่าคำสั่ง),"[npc:07]Tolong, ikuti keinginan Odin.
Itulah satu-satunya cara bagi kamu dan kita semua untuk hidup.","[npc:07]Прошу тебя, следуй желаниям Одина.
Это единственный способ для тебя, да и для всех нас, чтобы выжить.","[npc:07]请，现在就按照奥丁的遗嘱。
那是您和我们所有人活命的唯一途径。",[NPC：07]請，你必須按照奧丁的意願行事。這是你，我們所有人，生存的唯一方式。,"[npc:07]Pakiusap, kailangan mong sundin ang nais ni Odin. Ito ang tanging paraan para sa iyo, at para sa ating lahat, na mabuhay.","[npc:07] Làm ơn, hãy tuân theo mong muốn của Odin. 
Đó là cách duy nhất cho ngươi, cho tất cả chúng ta, có thể sống sót."
DIALOG_0_1_2,[npc:11]Do not speak that name in my presence ever again! My brothers and I will no longer remain silent! We will MAKE our voices heard!,"[npc:11]... 그 이름을 더 이상 내 앞에서 거론하지 마라.
나와 내 형제들은 더 이상 가만히 있지 않을 것이다!!","[npc:11].. não mencione mais o nome na minha frente.
Não vamos mais ficar parados !!","[npc:11]..それ以上その名を口に出すな。
もう黙ってはいないぞ！！",[npc:11] ¡No vuelvas a mencionar ese nombre en mi presencia! ¡Mis hermanos y yo ya no nos quedaremos callados! Haremos que nuestras voces sean escuchadas.,[npc:11].. อย่าเอ่ยชื่อนั้นต่อหน้าข้าอีก ฉันและพี่น้องจะไม่อยู่นิ่งเฉย อีกต่อไป !,"[npc:11]... Jangan menyebut nama itu di depanku lagi.
Kami tidak akan diam lebih lama lagi !!","[npc:11].. Больше не произноси это имя в моем присутствии.
Мои братья и я не станем более сохранять спокойствие!!","[npc:11]..不要在我面前再提那个名字。
我们再也待不下去了！",[NPC：11]不要再在我面前提那個名字！我和我的兄弟們不再保持沉默！我們要讓我們的聲音被聽到。,[npc:11]Huwag na huwag mo nang banggitin muli ang pangalang iyan sa harapan ko! Hindi na kami mananahimik ng mga kapatid ko! Ipapadinig namin ang aming mga boses.,"[npc:11] Đừng bao giờ nhắc đến cái tên đó trước mặt ta thêm một lần nào nữa! 
Anh em chúng ta sẽ không im lặng nữa! 
Chúng ta sẽ cất cao tiếng nói của mình!"
DIALOG_0_1_3,"[npc:07]If it must come to that and blood must be spilled...this too shall be a part of your destiny... <color=#ffcc33>Cat warrior, win this war and I will return you to Midgard, I swear to you in the name of Odin, King of the Gods!","[npc:07]그렇다면 어쩔 수 없군요. 어쩔 수 없이 피를 봐야 한다면, 그 역시 당신의 운명...
<color=#ffcc33>고양이 전사,이 싸움을 해내면 당신은 미드가르드로 돌아갈 수 있어요.
제가 신들의 왕 오딘의 이름을 걸고 약속드립니다.</color>","[npc:07]Então não posso evitar. Se você quer fazer o sangue de Odin ferver .. É apenas o seu destino ...
<color=#ffcc33>Guerreiro gato , Se você puxar essa luta , você pode voltar para Midgard.
Eu prometo a você em nome de Odin , o rei dos deuses.</color>","[npc:07]仕方ないですね。それほど血を見なきゃいけないんだったらそれもあなたの運命…
<color=#ffcc33>猫の戦士よ、この戦いを乗り切ればあなたはミッドガルドに戻られます。
神の王、オーディンの名に懸けて私が約束します。</color>","[npc:07] Si eso es lo que debe ocurrir y la sangre debe ser derramada... también será parte de tu destino... <color=#ffcc33>Gato guerrero, gana esta guerra y te devolveré a Midgard. Te lo juro en el nombre de Odin, Rey de los Dioses.</color>",[npc:07]ถ้าเช่นนั้นฉันก็ช่วยไม่ได้ หากคุณไม่มีทางเลือกนอกจากจะต้องเห็นเลือด นั่นก็เป็นโชคชะตาของคุณแล้ว ... <color=#ffcc33> นักรบแมว หากคุณต่อสู้ครั้งนี้เสร็จ คุณก็สามารถกลับไปที่มิดการ์ดได้ ฉันสัญญาภายใต้ชื่อของโอดินราชาแห่งเทพเจ้า </color>,"[npc:07]Jika harus sampai seperti itu dan darah harus tumpah...ini juga akan menjadi bagian dari takdirmu... 
<color=#ffcc33>Prajurit Kucing, menangkan perang ini dan aku akan mengembalikanmu ke Midgard, 
aku bersumpah padamu atas nama Odin, Raja para Dewa!</color>","[npc:07]Пусть будет так. Если кровь должна быть пролита.. это будет твоей судьбой...
<color=#ffcc33>Воин Кот, победи в этой войне и я отправлю тебя назад в Мидгард.
Это я обещаю тебе во имя Одина, короля Богов.</color>","[npc:07]那我无能为力了。如果您想让奥丁的血沸腾。
这只是您的命运... <color=#ffcc33>猫战士，如果您打败这场战斗，您可以回到米德加德。我向您保证，以奥丁的名义</color>",[npc：07]如果必須這樣，血必須流淌...這也是你命運的一部分...<color=#ffcc33>貓戰士，贏得這場戰爭，我會把你送回中土世界。我向你發誓，以神王奧丁的名義。</color>,"[npc:07]Kung ito man ay hahantong sa pagdanak ang dugo.. ito rin ay magiging bahagi ng iyong kapalaran... <color=#ffcc33>Pusang mandirigma, ipanalo mo ang digmaang ito at ibabalik kita sa Midgard. Ito'y pangako ko sa iyo, sa pangalan ni Odin, Hari ng mga Diyos.</color>","[npc:07] Nếu đã đến nước này, đổ máu chính là số phận của ngươi <color=#ffcc33>  Miêu chiến binh, hãy chiến thắng và ta sẽ đưa ngươi trở lại Midgard. 
Nhân danh Odin, vua của các thần, ta thề với ngươi. </color>"
DIALOG_0_1_4,"[npc:11]Clumsy little kitten, you have the gall to stand in my path? I will crush your bones to a powder so fine you will never be reborn. Prepare for your doom!","[npc:11]어설픈 애송이가 감히 내 앞을 가로막을 수 있을 것 같으냐..
먼지로도 환생할 수 없도록,뼈까지 산산히 부수어서 가루로 만들어주겠다.
각오는 되어 있겠지?!","[npc:11]Como ousa um garotinho desajeitado se posicionar na minha frente?
Esmagarei seus ossos para que você não possa reencarnar para sempre.
Você estará pronto , certo?","[npc:11]若輩者が儂の前に立ち塞がろうとするのか？ほこりにも生き返られないように
骨を散々と砕いてやろう。
覚悟は良いか？","[npc:11] Pequeño gatito tonto, ¿te atreves a interponerte en mi camino? Aplastaré tus huesos hasta convertirlos en polvo tan fino que nunca renacerás. ¡Prepárate para tu perdición!",[npc:11]เจ้าเด็กน้อยซุ่มซ่ามกล้าดียังไงมายืนตรงหน้าข้า? ฉันจะบดขยี้กระดูกของแกให้แหลกสลายจนไม่สามารถจุติใหม่ได้อีก แกพร้อมสำหรับการลงโทษหรือยัง?,"[npc:11]Anak kecil yang kikuk, kamu berani menghalangi jalanku? 
Aku akan menghancurkan tulangmu hingga menjadi bubuk dan kamu tidak akan pernah terlahir kembali. Bersiaplah untuk kehancuranmu!","[npc:11]Неуклюжий маленький мальчик, ты осмеливаешься встать у меня на пути?
Я раздроблю твои кости так мелко, что ты никогда не перевоплотишься.
Ты приготовился к своей кончине?","[npc:11]你一个笨拙的小男孩怎么敢挡在我面前？
我会打断你的骨头，使你永远站不起来。你准备好了吗？",[NPC：11]笨拙的小貓，你竟然敢擋在我的路上？我會把你的骨頭粉碎，讓你永遠無法重生。準備迎接你的末日！,"[npc:11]Malamyang maliit na kuting, ang lakas ng loob mong harangan ang daraanan ko? Dudurugin ko ang iyong mga buto hanggang sa maging pulbos ang mga ito na sa sobrang pino ay hindi kana magagawang buhayin pa. Humanda ka sa iyong katapusan!","[npc:11] Mèo con vụng về, ngươi có gan cản đường ta sao? 
Ta sẽ nghiền nát xương của ngươi thành bột để ngươi không bao giờ được tái sinh. 
Chuẩn bị đón nhận số phận của mình đi!"
DIALOG_0_2_0,"[npc:11]Interesting... The puny kitten has indeed made it this far. You possess a fierce drive to have come all this way. Alas, my will has endured centuries of darkness beyond your understanding. Now... Be gone!","[npc:11]재미있군. 한낱 미물이 여기까지 버틴 것을 보니..
네 강렬한 염원이 너를 여기까지 오게 한 것 같구나.
하지만 몇백 년을 숨죽여 지낸 나의 염원 또한 너의 그것을 아득히 뛰어 넘는다.
이제 그만 내 눈앞에서 사라져라!!","[npc:11]É divertido ... Vendo que uma criança suportou até aqui ...
Seu intenso desejo parece ter trazido você até aqui.
Mas meu desejo de manter a respiração por centenas de anos também está muito além da sua.
Agora saia da minha vista !!!!!!!","[npc:11]面白い...取るに足りない者がここまでやるとはな...
お前の尋常ならざる願いが、お前をここまで強くしたのかもしれん。
だが幾百年と息を殺して願い続けてきた儂の念願の強さはそれを遥かに超える。
もう消え失せろ!!!!!","[npc:11] Interesante... El insignificante gatito ha llegado hasta aquí. Posees una determinación feroz para haber llegado tan lejos. Pero mi voluntad ha resistido siglos de oscuridad, más allá de tu comprensión. Ahora... ¡Desaparece!",[npc:11]สนุกจัง ... ที่ได้เห็นเด็กคนนึงทนมาได้ไกลขนาดนี้… ความปรารถนาอันแรงกล้าของคุณดูเหมือนว่าจะทำให้คุณมาได้ตลอดทางนี้ แต่ความปรารถนาของฉันที่จะรักษาลมหายใจไว้เป็นเวลาหลายร้อยปีก็ยังมากกว่าแก ไปให้พ้นจากสายตาฉัน!!!!!!!,"[npc:11]Menarik... Anak Kucing kecil itu memang berhasil sampai sejauh ini. Kamu memiliki dorongan yang kuat untuk mencapai sejauh ini. 
Sayangnya, keinginanku telah bertahan dalam kegelapan selama berabad-abad di luar pemahamanmu. Sekarang... Pergilah!","[npc:11]Любопытно... неопытный маленький мальчик продержался так долго...
Видимо, твоя свирепая атака помогла тебе преодолеть весь этот путь.
Но мой удар, хранимый в темноте сотни лет, - за пределами твоего воображения.
А теперь, поди прочь!!!!!!!","[npc:11]这很有趣...看到一个孩子忍受了这么长时间……您的强烈愿望似乎已经带给您了。
但是百年来与我呼吸与共的强烈愿望远远超出了您的。现在，滚出我的视线!!!!!!!",[NPC：11]有趣...這個弱小的小貓竟然走到這裡。你一定有一種強烈的決心才能走這麼遠。但我的意誌已經經受了數百年的黑暗，超出你的理解。現在....消失吧!!!!!!!,"[npc:11]Kahanga-hanga... Ang napakaliit na kuting ay umabot ng ganito kalayo. Ikaw man ay malakas na determinasyon upang makarating hanggang dito. Ngunit ang aking hangarin ay nagawang lagpasan ang maraming siglo ng kadiliman, na lampas pa sa iyong pang-unawa. Ngayon, katapusan mo na!!!","[npc:11] Thú vị thật ... chú mèo nhỏ bé đã đi được xa đến vậy. 
Chắc hẳn là ý chí kiên cường đã giúp ngươi tiến xa như thế. 
Nhưng than ôi, lý tưởng đã bị vùi lấp trong bóng tối hàng thế kỉ của ta nằm ngoài cả sự nhận thức của ngươi. Giờ thì tránh ra!"
DIALOG_1_1_0,"[npc:09]Hello cat! You're new here, aren't you? Boy, it sure is getting crowded in here!","[npc:09]잘 왔어, 너는 또 새로운 녀석이구나옹.
여기도 슬슬 고양이들로 붐비기 시작하는군.","[npc:09]Bem-vindo, gato. Você é nova , não é?
Está começando a ficar lotado aqui!","[npc:09]ようこそ。キミは新人さんだね？
ここも猫たちで賑わってきたじゃん。","[npc:09] ¡Hola, gato! Eres nuevo aquí, ¿verdad? ¡Vaya! Esto se está volviendo cada vez más poblado.",[npc:09]ยินดีต้อนรับเจ้าแมว คุณมาใหม่ใช่ไหม ที่นี่เริ่มมีคนพลุกพล่าน!,"[npc:09]Hai, Kucing! Kamu baru di sini, bukan? Wah, pasti ramai sekali di sini!","[npc:09]Добро пожаловать, кот. Ты новенький?
Тут становится тесновато!","[npc:09]欢迎光临，猫。您是新手，不是吗？
这里马上就会变得人潮涌动！",[NPC：09]你好，貓！你是新來的，對吧？哇！這裡真的越來越擁擠了。,"[npc:09]Kumusta, pusa! Bago ka dito, 'di ba? Grabe! Talagang nagiging siksikan na dito.",[npc:09] Xin chào nhóc mèo! Ngươi là người mới phải không? Chỗ này thật đông đúc quá đi!
DIALOG_1_1_1,Who am?! [shake_vertical:20|1|2]I am a very important cat. I'm the one that can put you in touch with Freya!,"아, 난 누구냐고? .. [shake_vertical:20|1|2]나로 말할 것 같으면.
여신님과 너를 잇는 역할을 하는 아주 중요한 몸이랄까?","Oh, quem sou eu? [shake_vertical:20|1|2]
Um gato muito importante que pode conectar você com a Freya ....!","ああ、僕が誰かって？[shake_vertical:20|1|2]
知らないの？ 僕と言えば、女神様とキミを繋ぐとっても重要な猫だよ！",¿Quién soy yo? [shake_vertical:20|1|2] ¡Soy un gato muy importante! Soy el único que puede ponerte en contacto con Freya!?,โอ้ฉันเป็นใคร [shake_vertical:20|1|2] แมวตัวสำคัญที่สามารถเชื่อมโยงคุณกับเฟรย่า….!,Siapa aku?! [shake_vertical:20|1|2]Aku adalah Kucing yang sangat penting. Akulah yang bisa menghubungkanmu dengan Freya!,"Хм, кто я? [shake_vertical:20|1|2]
Я очень важный Кот, который сведет тебя с Фреей....!","哦，我是谁？[shake_vertical:20|1|2]
一只非常重要的猫，可以让您与弗雷亚取得联系....！",我是誰？！？！ [shake_vertical:20|1|2] 我是一個非常重要的貓。我是可以把你帶到弗蕾雅的那一個....?!?!,Sino ako?!?! [shake_vertical:20|1|2]Ako ay isang napakahalagang pusa. Ako ang pwedeng mapag-ugnay saiyo kay Freya....?!?!,Ta là ai ấy hả?! [Shake_vertical: 20 | 1 | 2] Ta là một con mèo rất quan trọng. Ta là người có thể giúp ngươi liên lạc với Freya!
DIALOG_1_1_2,WHAT?! Did you just ask who the Goddess Freya is?? Oh my...,"여신님은 또 누구냐고?
이런이런.. 한꺼번에 다 설명하려면 너무 복잡하다고.","O quê????? Quem é a divindade ??????????
Oh meu Deus...","えっ？？ 女神様は誰かって？？？
うーん、もう…一気に説明しようとするととても複雑だよ。","¿¡QUÉ!? ¿Acabas de preguntar quién es la Diosa Freya? Oh, mi...",อะไรน่ะ????? ใครคือเทพธิดา?????????? โอ้...…,APA?! Apakah kamu baru saja bertanya siapa Dewi Freya?? Astaga...,"Что????? Ты только что спросил кто такая Богиня??????????
О, Боже...","什么?????谁是女神？?????????
哦，我的…",什麼！ ？你剛剛問神女弗蕾雅是誰嗎？哦，我的天哪。,ANO!? Tinatanong mo talaga kung sino ang Diyosa si Freya??? Ay naku.,CÁI GÌ?! Ngươi vừa hỏi nữ thần Freya là ai ấy hả?? Ôi trời…
DIALOG_1_1_3,"Let's try to do a few things before we meet the goddess, shall we? Try climbing onto that platform below me.","일단 다른 설명을 듣기 전에 간단한 준비물을 챙겨 몸을 풀고 와볼까?
내 아래쪽에 있는 단상에 올라가면 다른 세계로 이동할 수 있다옹.","Vamos tentar fazer algumas coisas antes de encontrarmos a deusa, não é? Tente subir nessa plataforma abaixo de mim.",他の説明に進む前に簡単に体を動かして見ようか。僕の下にある壇上に登れば他の世界に移動できるよ。,"Intentemos hacer algunas cosas antes de conocer a la diosa, ¿de acuerdo? Intenta subir a esa plataforma debajo de mí.",มาลองทำบางสิ่งก่อนที่เราจะได้พบกับเทพธิดากันไหม? ลองปีนขึ้นไปบนแพลตฟอร์มนั้นด้านล่างฉัน,"Mari kita coba melakukan beberapa hal sebelum kita bertemu sang Dewi, ya? 
Cobalah naik ke platform di bawahku.","Давайте попробуем сделать несколько вещей, прежде чем мы встретимся с богиней, не так ли? Попробуйте подняться на эту платформу под мной.",让我们在遇到女神之前尝试做一些事情，好吗？尝试爬上我下面的平台。,讓我們在遇到女神之前嘗試做一些事情，好嗎？嘗試爬上我下面的平台。,"Subukan nating gumawa ng ilang mga bagay bago natin makilala ang diyosa, hindi ba? Subukang umakyat sa platform na iyon sa ibaba ko.",Chúng ta hãy thử một vài thứ trước khi gặp nữ thần nhé? Hãy thử leo lên cái bục bên dưới ta đi.
